Title,Author,Genres,Avg_Rating,Num_Ratings,Num_Reviews,Description,Book_URL
Catching Jordan,"Miranda Kenneally, Miranda Kenneally","Young Adult, Romance, Contemporary, Sports, High School, Chick Lit, Sports Romance, Young Adult Romance, Contemporary Romance, Realistic Fiction",3.83,"64,452 ratings","3,861 reviews","ONE OF THE BOYS

What girl doesn't want to be surrounded by gorgeous jocks day in and day out? Jordan Woods isn't just surrounded by hot guys, though-she leads them as the captain and quarterback of her high school football team. They all see her as one of the guys and that's just fine. As long as she gets her athletic scholarship to a powerhouse university.

But everything she's ever worked for is threatened when Ty Green moves to her school. Not only is he an amazing QB, but he's also amazingly hot. And for the first time, Jordan's feeling vulnerable. Can she keep her head in the game while her heart's on the line?",https://www.goodreads.com/book/show/9888775-catching-jordan
Ice in My Veins,"Kelli Sullivan, Kelli Sullivan","Young Adult, Romance, Sports, Fiction, Sports Romance, New Adult, Contemporary, Contemporary Romance",3.85,285 ratings,33 reviews,"When a 16 year old, small town girl, Christine Matthews, from Dryden, Michigan gets a shot at playing semi- professional hockey on a boys hockey team she jumps at the opportunity.

Follow her ups and downs as she tackles some of lives hardships, surprises, and victories as she reaches out to catch her dreams. Journey with her as she struggles through some of life's tough situations, as well as love and loss.Her story is inspirational to people every where who feel their dreams are unreachable.

Christine wants one thing in her life, hockey. Nothing would ever mean more to her than that. She had worked so hard for it without the support of her friends and family. When she meets Alex her world starts to change.

Why was she so enticed by this boy. She had to stop thinking about how gorgeous he was. He would be running for the exits as soon as he found out what she was doing there. She noticed that her palms were starting to sweat, she wiped them on her jeans, before he noticed. She wanted to hate him. She couldn't have these type of distractions around her. She needed to be focused on the prize.

Then there was Moose. What would she do without him? This couldn't be happening right now, not to her. She still had her stalker to deal with. The hatred he had for her, in those deep black coal eyes. Was her life about to spiral out of control?",https://www.goodreads.com/book/show/9838977-ice-in-my-veins
The Dirty Truth,"T.J. Anderson, T.J. Anderson","Nonfiction, Hockey, Romance, Hockey Romance, Sports Romance",4.31,88 ratings,17 reviews,"""Waring this book contains highly sexual material. This book brings to light, sex in hockey, and how common group sex has become over the past several years. It contains confessional short stories from various Puck Bunnies, player's girlfriends, players and fans. I wrote this book to open peoples eyes to the new “Media Generation” of teenagers that openly participate in group sex. I do not form any opinions and have left it up to the readers to form their own opinions and views on the book and how they feel towards this sub-culture. Some girls are proud of their sexual exploits with hockey players and many of the player's girlfriends talk about how they deal with the rumours and the Puck Bunnies. The players discuss the Puck Bunnies, as well as the fans and stalkers.This book contains real truths of a sub-culture that was, is and will likely continue to happen, in the world of sports and foremost hockey.The content is written in a non-judgemental way and with no sarcasm or finger pointing.The book may be a hard read and difficult for some to swallow, but, believe you me, this sub-culture exists, even if the players change from year to year.""",https://www.goodreads.com/book/show/8747626-the-dirty-truth
Don Cherry's Hockey Stories and Stuff,"Don Cherry, Al Strachan, Don Cherry","Sports, Hockey, Nonfiction, Biography, Canada",3.80,434 ratings,31 reviews,"#1 National Bestseller

Don Cherry has been named a National Hockey League Coach of the Year with a winning percentage of over .600 and also received Coach of the Year honours in the American Hockey League. His comments on Hockey Night in Canada ’s ""Coach's Corner"" routinely make headlines as they entertain, educate, and often upset some fans throughout North America. He may be controversial, but no one can deny the popularity he enjoys; popularity that was reflected in his top 10 ranking in the competition to determine ""The Greatest Canadian.""

Now from Grapes himself comes the book that hockey fans of all ages have been waiting for. Written with veteran sports journalist Al Strachan, here are Don Cherry's favourite stories from his career in hockey. And you can imagine the stories he has to tell.",https://www.goodreads.com/book/show/5278069-don-cherry-s-hockey-stories-and-stuff
Playing With Fire,"Theo Fleury, Kirstie McLellan Day, Wayne Gretzky, Theo Fleury","Sports, Hockey, Nonfiction, Biography, Canada, Memoir, Biography Memoir, Autobiography, Mental Health, Own",3.95,"3,400 ratings",206 reviews,"In Playing With Fire, Theo Fleury takes us behind the bench during his glorious days as an NHL player, and talks about growing up devastatingly poor and in chaos at home. Dark personal issues began to surface, and drinking, drugs, gambling, and girls ultimately derailed a career that had him destined for the Hall of Fame. Fleury shares all in this raw, captivating, and honest look at the previously untold story of one the game's greatest heroes.",https://www.goodreads.com/book/show/6972919-playing-with-fire
"Don Cherry's Hockey Stories, Part 2","Don Cherry, Don Cherry","Hockey, Sports, Nonfiction",3.68,173 ratings,4 reviews,"You thought you'd read them all, did you? Well, you haven't.

Simultaneously loved and loathed, Don Cherry is one of the most talkative and talked-about personalities in hockey today. His more than twenty-five years as a player and coach have informed his popular Hockey Night in Canada commentary segment, ""Coach's Corner."" And now he's got more stories to share.

In Don Cherry's Hockey Stories, Part 2 , Grapes tells us about the 2010 Stanley Cup, relays the lessons he's learned both on and off the ice, and takes us inside hockey's mythical players' ""code."" You'll encounter familiar names from the game and find out who this idol looks up to. You'll travel back in time to Cherry's days playing in the minor leagues. You'll share his experiences of being named Coach of the Year in the NHL and in the AHL. And you'll hear from his kids about what it was like growing up with a dad like Don..

Don Cherry tells it like it is, for better or for worse. You won't be disappointed.

P.S. Don wants you to know it's a book the whole family can enjoy.",https://www.goodreads.com/book/show/9335803-don-cherry-s-hockey-stories-part-2
"The Boys of Winter: The Untold Story of a Coach, a Dream, and the 1980 U.S. Olympic Hockey Team","Wayne Coffey, Jim Craig, Ken Morrow, Wayne Coffey","Sports, Nonfiction, Hockey, History, Biography, Audiobook, Historical, American History, Adult, Politics",4.20,"4,837 ratings",466 reviews,"The true story of the 1980 U.S. Olympic hockey team and the Miracle on Ice, which  Sports Illustrated  called the greatest moment in sports history—with a new afterword by Ken Morrow for the fortieth anniversary of the Miracle on Ice
 
“An unvarnished and captivating read.”— Parade
 
Once upon a time, they taught us to believe. They were the 1980 U.S. Olympic hockey team, a blue-collar bunch led by an unconventional coach. Their “Miracle on Ice” has become a national fairy tale, but the real Cinderella story is even more remarkable.
 
Wayne Coffey casts a fresh eye on this seminal sports event, giving readers an ice-level view of the amateurs who took on a Russian hockey juggernaut at the height of the Cold War. He details the unusual chemistry of the Americans—formulated by their fiercely determined coach, Herb Brooks—and seamlessly weaves portraits of the boys with the fluid action of the game itself. Coffey also traces the paths of the players and coaches since their stunning victory, examining how the Olympic events affected their lives.
 
Told with warmth and an uncanny eye for detail,  The Boys of Winter  is an intimate, perceptive portrayal of one Friday night in Lake Placid and the enduring power of the extraordinary.",https://www.goodreads.com/book/show/434877.The_Boys_of_Winter
Hockey Tough,"Saul L. Miller, Saul L. Miller","Hockey, Sports, Nonfiction, Psychology",4.17,164 ratings,15 reviews,"No hockey player can reach his full potential without mastering the mental side of the sport. Hockey Tough provides players and coaches proven methods for mastering the mental side of the game. Author Saul Miller shares the psychological training and emotional management techniques he has successfully taught individual hockey players and teams for over 20 years. Throughout the book, NHL stars such as Mark Messier, Pavel Bure, Chris Pronger, and Markus Naslund offer insights and tips on a variety of topics related to achieving a winning mind-set for the sport. These players explain how to focus and score, how to deal with personality conflicts on and off the ice, and how to bounce back with confidence after a subpar performance. Miller, one of North America's most prolific and sought-after sport psychology consultants in hockey, presents mental exercises and assignments to help players -develop a winning attitude on and off the ice,
-stay focused to execute skills and tactics,
-maintain the mental stamina required in this physically demanding sport,
-overcome emotional fatigue and physical aches and pains to perform at the
highest level throughout the season,
-manage their anger to avoid costly penalties in crucial game situations, and
-develop the discipline and tenacity to force and capitalize on opponents'
mistakes. Miller presents many other topics of interest, such as the intangibles that coaches and scouts look for in players and what it takes to make it to the top level of competition. Motivation, teamwork, leadership, and poise are essential factors to successful performance. Hockey Tough will strengthen each of these areas and help players achieve a mind-set to excel on the ice.",https://www.goodreads.com/book/show/911908.Hockey_Tough
Home Ice,"Rachelle Vaughn, Rachelle Vaughn","Romance, Sports, Sports Romance, Hockey, Contemporary, Hockey Romance, Contemporary Romance, Adult, New Adult, Fiction",3.59,"1,077 ratings",45 reviews,"Home is where your hockey player is...

As Allison Monroe balances work, school, and caring for her elderly grandmother, she has little time left for herself. Sure, she secretly dreams of a fairytale romance, but she is content living vicariously through her promiscuous, quirky best friend Izzy. However, Izzy has other plans. Intent on finding her friend a man, Izzy drags Ally to a local hockey game. Ally doesn't know anything about hockey, except for Izzy's hormone-fueled description of sweaty men in uniforms, but she tries to be a good sport anyway. To Ally's surprise, she enjoys the fast-paced game and is even more stunned when she collides with star player Benjamin Price, practically knocking him off his skates.

Ben plays for the Red Valley Ravens and has everything that Ally does not: an exciting career, a multi-million dollar home overlooking the city, and, of course, a fast car. Ben opens up an exciting new world for Ally and easily sweeps her off her feet with his boyish good looks and athletic charm. When his contract with the Ravens expires and he is offered the chance to play for the best team in the league, which just so happens to be 1300 miles away, Ally risks losing everything. Will they end up on thin ice when life threatens to tear them apart?

With the support of her family and friends, Ally experiences life, love, and letting go, and discovers that the true meaning of home isn't necessarily an address.",https://www.goodreads.com/book/show/13418968-home-ice
Fresh Ice,"Rachelle Vaughn, Rachelle Vaughn","Romance, Sports Romance, Hockey, Sports, Contemporary Romance, Contemporary, Abuse, Hockey Romance, New Adult, Fiction",3.71,463 ratings,19 reviews,"Discover the kind of love that gives you butterflies...

Carrying with her a backpack full of romance novels and the dream of escaping her abusive uncle, Sarah Hammond flees to Red Valley, California, to start a new life. Working at a hair salon and being independent for the first time in her life feels too good to be true. When her new landlord starts harassing her, she realizes she’s traded one horrific situation for another. Then she meets Nathan Connors, the backup goaltender for the Red Valley Ravens hockey team, and discovers the kind of storybook hero that she’s only ever read about.

Haunted by his traumatic past, Nathan hopes that relocating to a new team is just what he needs to put his mistakes behind him and start fresh. Falling in love with an incredibly shy woman who holds tightly to her secrets isn’t in his game plan, but he can’t seem to help himself. Earning her trust won’t be easy, especially when he has secrets of his own.

Just as Sarah begins to discover the joy of freedom, friendship, and love, her determined uncle tracks her down. This is one family reunion that could cost Sarah her life…",https://www.goodreads.com/book/show/17313089-fresh-ice
Wild Ice,"Rachelle Vaughn, Rachelle Vaughn","Hockey, Sports Romance, Romance, Sports, Hockey Romance",3.82,127 ratings,5 reviews,"Everyone deserves a second chance at love...

After inheriting her Aunt Cora’s country cottage, Lauren Bennett decides she’s ready for a change of address. The remote cottage borders a wildlife refuge and will be the perfect place to spend the summer. There’s just one hitch. Next door to the cottage, in a spooky old mansion, lives a mysterious man Lauren can’t quite figure out.

When tragedy strikes, JD Mason’s world is turned upside down. Rather than look to his family and teammates for support, he escapes into his grief and shuts everyone away. He abandons the sport he loves and retires from playing hockey at the ripe old age of thirty. His plan to be left alone is shattered when Lauren, a free-spirited ornithologist, barges onto his property and into his life.

Together, Lauren and JD will learn to find comfort in their surroundings, come to terms with the past, and discover love a second time around.",https://www.goodreads.com/book/show/20551343-wild-ice
See Jane Score,"Rachel Gibson, Rachel Gibson","Romance, Contemporary Romance, Contemporary, Sports, Sports Romance, Chick Lit, Hockey, Adult, Fiction, Audiobook",4.02,"26,648 ratings","1,034 reviews","This is Jane

A little subdued. A little stubborn. A little tired of going out on blind dates with men who drive vans with sofas in the back, Jane Alcott is living the Single Girl existence in the big city. She is also leading a double life. By day, she's a reporter covering the raucous Seattle Chinooks hockey team—especially their notorious goalie Luc Martineau. By night, she's a writer, secretly creating the scandalous adventures of ""Honey Pie""...the magazine series that has all the men talking.



Luc has made his feelings about parasite reporters—and Jane—perfectly clear. But if he thinks he's going to make her life a misery, he'd better think again.



For as long as he can remember, Luc has been single minded about his career. The last thing he needs is a smart mouthed, pain in the backside, reporter digging into his past and getting in his way. But once the little reporter shed her black and gray clothes in favor of a sexy red dress, Luc sees that there is more to Jane than originally meets the eye.

Maybe it's time to take a risk. Maybe it's time to live out fantasies. Maybe it's time to....",https://www.goodreads.com/book/show/60223.See_Jane_Score
Hot Ice,"Rachelle Vaughn, Rachelle Vaughn","Romance, Sports Romance, Hockey, Hockey Romance, Sports, Contemporary Romance, Fiction",3.92,130 ratings,4 reviews,"He's worth breaking the rules for!

Jace McQuaid made a name for himself in hockey by breaking all the rules. In the aftermath of a bitter divorce, he swears never to trust another woman again because they are all money-grubbing parasites like his ex-wife. After suffering yet another injury, Jace meets a sexy massage therapist and begins to question everything he ever thought about love. She seems like the perfect woman and has him imagining all kinds of scenarios with and without massage oil.

Violet James has finally figured out what she’s good at. As a massage therapist, she provides relief and healing to people of all ages. When her newest client turns out to be irresistible Red Valley Ravens player Jace McQuaid, Violet’s self-control is put to the ultimate test. She’s never felt such electricity with anyone, especially one of her clients. Too bad she’s already made a commitment to someone else. Will she give in to temptation and risk everything for a night of passion with one of hockey’s greatest legends? Or will her secret threaten to ruin both of their careers?",https://www.goodreads.com/book/show/22816757-hot-ice
Hockey Gods,"Ainsley Drake, Ainsley Drake","Sports Romance, Sports",4.21,19 ratings,4 reviews,"Inspired by Game of Thrones, Written for Hockey fans...

The North States and the South Country have been at war for centuries. There is only one thing that can bring together the warring villages—a summons from the gods. The event is a tournament of strength, honor and skill. The destination is the fabled Mt. August, home of the gods. And the reward is fortune and glory beyond measure…

Nataliya is an outcast in her own village. Shamed by her family and labeled a burden, she is prohibited from playing the sport of the gods. Her only crime is that she is a woman.

After making a vow to her dearest friend on his deathbed, Nataliya strikes out on her own to prove that she is as brave as any male warrior. Disguised as a young lad, she journeys through a dangerous land to join the epic tournament.

Half a world away in the North States, Calder, a veteran of the territory wars, has vowed to live a peaceful life. When he receives a letter from the gods, summoning him to Mt. August for the tournament, the decision weighs heavily upon his shoulders.

Before he can decide, outlaws descend upon his village, leaving tragedy and devastation in their wake. Fueled by revenge and hoping that battle will dull the pain, Calder sets out for Mt. August to win the favor of the immortals by playing their deadly game.

The only thing standing between each warrior and glory is a treacherous journey through a lush forest where dark evil and beastly creatures lurk, a struggle with their own demons, and a battle with each other.

When the puck drops, who will be left standing?",https://www.goodreads.com/book/show/23556132-hockey-gods
Blind Ice,"Rachelle Vaughn, Rachelle Vaughn","Sports Romance, Hockey Romance, Sports, Contemporary, Contemporary Romance",4.18,74 ratings,4 reviews,"True love really is blind...

After optometrist Kate Kapowski kicks her controlling husband—now ex-husband—to the curb, she is anxious for a change. So when sexy Logan Murray strides into her office wearing a smile that could stop traffic, she impulsively decides to proposition him. Her crash course in casual sex is encouraged by her well-meaning sister Julia. But as soon as Kate embraces the idea of carefree relationships, she starts to develop genuine feelings for the smooth-talking hockey player.

Now Kate must figure out how to rescue Julia from her own crisis and decide whether Logan can be converted into a one-woman man. All without sacrificing her newly found freedom and hard-earned confidence. In the end, Kate and Julia will find that love really is blind.",https://www.goodreads.com/book/show/25790399-blind-ice
Riley's Rebel,"Rachelle Vaughn, Rachelle Vaughn","Sports Romance, Hockey, Hockey Romance, Sports, Romance",3.84,25 ratings,5 reviews,"The first in a sexy new series, Rachelle Vaughn introduces Ryan, Gavin, and Coop—three bad-boy heroes who smoothly mix hot hockey action and scorching sex appeal…

Security guard Jenna Riley is a quintessential good girl. She works hard, stays out of trouble and keeps the peace in the up-and-coming gated community of Harlequin Hills. Day after day she watches as residents drive in and out of the community in their pricy cars, all the while ignoring her curiosity about their glamorous lives. They are Red Valley’s wealthiest and include Ryan Wade, natural goal-scorer for the Ravens. He has heartbreaker written all over him and just when Jenna thinks the only glimpse she’ll get of the hockey player with the rugged good looks and killer smile is from afar, a cougar—a real-life, fang-bearing wildcat—starts prowling the neighborhood and all hell breaks loose.

Ryan proves he has moves off the ice that are just as smooth as the ones he uses at the rink, but Jenna doubts she can fall for someone who keeps everyone pushed so far away. This bad boy’s heart is as guarded as the gated community he lives in and half as welcoming. Can Ryan convince her that he’s ready for forever? Or will it be the other way around?",https://www.goodreads.com/book/show/36063569-riley-s-rebel
