Title,Author,Genres,Avg_Rating,Num_Ratings,Num_Reviews,Description,Book_URL
"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future","Ashlee Vance, Ashlee Vance","Biography, Nonfiction, Business, Science, Audiobook, Technology, Biography Memoir",4.13,"440,840 ratings","12,605 reviews","Elon Musk, the entrepreneur and innovator behind SpaceX, Tesla, and SolarCity, sold one of his internet companies, PayPal, for $1.5 billion. Ashlee Vance captures the full spectacle and arc of the genius's life and work, from his tumultuous upbringing in South Africa and flight to the United States to his dramatic technical innovations and entrepreneurial pursuits. Vance uses Musk's story to explore one of the pressing questions of our age: can the nation of inventors and creators who led the modern world for a century still compete in an age of fierce global competition? He argues that Musk is an amalgam of legendary inventors and industrialists including Thomas Edison, Henry Ford, Howard Hughes, and Steve Jobs. More than any other entrepreneur today, Musk has dedicated his energies and his own vast fortune to inventing a future that is as rich and far-reaching as the visionaries of the golden age of science-fiction fantasy",https://www.goodreads.com/book/show/25541028-elon-musk
Mary Edwards Walker: America's Only Female Medal of Honor Recipient,"Ammar Habib, Ammar Habib","Biography, History, Nonfiction, Civil War, American History, Feminism, Narrative",4.37,"7,949 ratings","1,284 reviews","In the history of America, only one woman has ever received the Medal of Honor: Dr. Mary Edwards Walker.

However, Mary’s life was more than just a medal. Not only was Mary a leading suffragist, the first female surgeon to serve in the United States Army, and an advocate of women’s dress reform, she was a woman who put the lives of others before hers. She sacrificed her personal happiness, her comforts, and her reputation in order to fight for the ideals she believed in, both during and after her service in the American Civil War. Mary was a nonconformist in every way, refusing to bow down to society’s establishments. When society towered above her, demanding her to surrender, Mary planted herself like a tree and stood her ground. Mary’s life is a testament to the idea of selflessness. Today, many Americans stand on her shoulders.

This book is more than a simple biography of Mary's life. Instead, this book seeks to understand the woman behind the medal. It seeks to discover the core of Mary's being and the inspirations that turned her into who she was. People may know Dr. Walker. The question is:",https://www.goodreads.com/book/show/51411855-mary-edwards-walker
Wild Swans: Three Daughters of China,"Jung Chang, Jung Chang","Nonfiction, History, China, Biography, Memoir, Asia, Historical",4.30,"122,124 ratings","8,171 reviews","Alternate cover edition of ISBN 9780743246989

The story of three generations in twentieth-century China that blends the intimacy of memoir and the panoramic sweep of eyewitness history—a bestselling classic in thirty languages with more than ten million copies sold around the world, now with a new introduction from the author.

An engrossing record of Mao’s impact on China, an unusual window on the female experience in the modern world, and an inspiring tale of courage and love, Jung Chang describes the extraordinary lives and experiences of her family members: her grandmother, a warlord’s concubine; her mother’s struggles as a young idealistic Communist; and her parents’ experience as members of the Communist elite and their ordeal during the Cultural Revolution. Chang was a Red Guard briefly at the age of fourteen, then worked as a peasant, a “barefoot doctor,” a steelworker, and an electrician. As the story of each generation unfolds, Chang captures in gripping, moving—and ultimately uplifting—detail the cycles of violent drama visited on her own family and millions of others caught in the whirlwind of history.",https://www.goodreads.com/book/show/1848.Wild_Swans
The Rise of Theodore Roosevelt,"Edmund Morris, Edmund Morris","Biography, History, Nonfiction, Presidents, American History, Politics, Biography Memoir",4.22,"60,120 ratings","2,410 reviews","Selected by The Modern Library as one of the 100 best nonfiction books of all time

This classic biography is the story of seven men—a naturalist, a writer, a lover, a hunter, a ranchman, a soldier, and a politician—who merged at age forty-two to become the youngest President in history.

The Rise of Theodore Roosevelt begins at the apex of his international prestige. That was on New Year’s Day, 1907, when TR, who had just won the Nobel Peace Prize, threw open the doors of the White House to the American people and shook 8,150 hands. One visitor remarked afterward, “You go to the White House, you shake hands with Roosevelt and hear him talk—and then you go home to wring the personality out of your clothes.”

The rest of this book tells the story of TR’s irresistible rise to power. During the years 1858–1901, Theodore Roosevelt transformed himself from a frail, asthmatic boy into a full-blooded man. Fresh out of Harvard, he simultaneously published a distinguished work of naval history and became the fist-swinging leader of a Republican insurgency in the New York State Assembly. He chased thieves across the Badlands of North Dakota with a copy of Anna Karenina in one hand and a Winchester rifle in the other. Married to his childhood sweetheart in 1886, he became the country squire of Sagamore Hill on Long Island, a flamboyant civil service reformer in Washington, D.C., and a night-stalking police commissioner in New York City. As assistant secretary of the navy, he almost single-handedly brought about the Spanish-American War. After leading “Roosevelt’s Rough Riders” in the famous charge up San Juan Hill, Cuba, he returned home a military hero, and was rewarded with the governorship of New York. In what he called his “spare hours” he fathered six children and wrote fourteen books. By 1901, the man Senator Mark Hanna called “that damned cowboy” was vice president. Seven months later, an assassin’s bullet gave TR the national leadership he had always craved.

His is a story so prodigal in its variety, so surprising in its turns of fate, that previous biographers have treated it as a series of haphazard episodes. This book, the only full study of TR’s pre-presidential years, shows that he was an inevitable chief executive. “It was as if he were subconsciously aware that he was a man of many selves,” the author writes, “and set about developing each one in turn, knowing that one day he would be President of all the people.”",https://www.goodreads.com/book/show/40929.The_Rise_of_Theodore_Roosevelt
Playing Ball: Life Lessons from My Journey to the Super Bowl and Beyond,"Vernon Davis, Vernon Davis","Nonfiction, Biography Memoir, Biography, Memoir, Inspirational, Book Club, True Story",4.28,"10,225 ratings",23 reviews,"NFL football star Vernon Davis delves into his astonishing career, from winning Super Bowl 50 in 2016 with the Denver Broncos to reinventing himself as an actor and producer, and recalls the hard-won lessons—including that infamous press conference—that paved his path to success. In October 2008, after a San Francisco loss to Seattle, Vernon Davis was put on blast by Coach Mike Singletary in a fiery speech criticizing his “me-myself-and-I attitude”. It proved to be the turning point in Davis’s career, and the inspiration for him to change his mindset, his playing, and his life. At the time, Davis was a young, talented player who had been drafted by the 49ers in 2006 at number six, one of the highest draft positions for a tight end in NFL history. He played ten years for the team, which included a 2013 Super Bowl loss to the Baltimore Ravens in a 34-31 heartbreaker, where he recorded six catches for 104 yards. Winning a Super Bowl in 2016 with Peyton Manning, Davis landed a crucial downfield block and sprung teammate C.L. Anderson for a key 34-yard run that helped the Broncos defeat the Carolina Panthers 24-10. Davis retired in 2019 after a final four years playing pro for his hometown team in Washington. He’s now deeply involved in his new acting and producing feature films. Here he rewinds the tape to reflect on his career and competitive spirit—and the insights about teamwork, leadership, and responsibility that came in the aftermath of Coach Singletary’s press conference, spurring him to transform his life for the better. Weaving personal reflections with frank, real-world advice, Playing Ball is not just one athlete’s memoir but an eye-opening exploration of what winning—on the field and beyond—really means.",https://www.goodreads.com/book/show/202470606-playing-ball
"Bonhoeffer: Pastor, Martyr, Prophet, Spy","Eric Metaxas, Timothy J. Keller, Eric Metaxas","Biography, History, Nonfiction, Christian, Religion, Christianity, Biography Memoir",4.22,"81,722 ratings","5,077 reviews","As Adolf Hitler and the Nazis seduced a nation, bullied a continent, and attempted to exterminate the Jews of Europe, a small number of dissidents and saboteurs worked to dismantle the Third Reich from the inside. One of these was Dietrich Bonhoeffer--a pastor and author, known as much for such spiritual classics as ""The Cost of Discipleship ""and ""Life Together,"" as for his 1945 execution in a concentration camp for his part in the plot to assassinate Adolf Hitler.

In the first major biography of Bonhoeffer in forty years, ""New York Times"" best-selling author Eric Metaxas takes both strands of Bonhoeffer's life―the theologian and the spy―to tell a searing story of incredible moral courage in the face of monstrous evil. In a deeply moving narrative, Metaxas uses previously unavailable documents―including personal letters, detailed journal entries, and firsthand personal accounts―to reveal dimensions of Bonhoeffer's life and theology never before seen.

In ""Bonhoeffer: Pastor, Martyr, Prophet, Spy""―""A Righteous Gentile vs the Third Reich,"" Metaxas presents the fullest accounting of Bonhoeffer's heart-wrenching 1939 decision to leave the safe haven of America for Hitler's Germany, and using extended excerpts from love letters and coded messages written to and from Bonhoeffer's Cell 92, Metaxas tells for the first time the full story of Bonhoeffer's passionate and tragic romance.

Readers will discover fresh insights and revelations about his life-changing months at the Abyssinian Baptist Church in Harlem and about his radical position on why Christians are obliged to stand up for the Jews. Metaxas also sheds new light on Bonhoeffer's reaction to Kristallnacht, his involvement in the famous Valkyrie plot and in ""Operation 7,"" the effort to smuggle Jews into neutral Switzerland.

""Bonhoeffer"" gives witness to one man's extraordinary faith and to the tortured fate of the nation he sought to deliver from the curse of Nazism. It brings the reader face to face with a man determined to do the will of God radically, courageously, and joyfully―even to the point of death. ""Bonhoeffer"" is the story of a life framed by a passion for truth and a commitment to justice on behalf of those who face implacable evil.",https://www.goodreads.com/book/show/7501962-bonhoeffer
Cleopatra: A Life,"Stacy Schiff, Stacy Schiff","History, Biography, Nonfiction, Egypt, Historical, Book Club, Biography Memoir",3.73,"122,459 ratings","6,114 reviews","The Pulitzer Prize-winning biographer brings to life the most intriguing woman in the history of the world: Cleopatra, the last queen of Egypt.

Her palace shimmered with onyx, garnets, and gold, but was richer still in political and sexual intrigue. Above all else, Cleopatra was a shrewd strategist and an ingenious negotiator.

Though her life spanned fewer than forty years, it reshaped the contours of the ancient world. She was married twice, each time to a brother. She waged a brutal civil war against the first when both were teenagers. She poisoned the second. Ultimately she dispensed with an ambitious sister as well; incest and assassination were family specialties. Cleopatra appears to have had sex with only two men. They happen, however, to have been Julius Caesar and Mark Antony, among the most prominent Romans of the day. Both were married to other women. Cleopatra had a child with Caesar and–after his murder–three more with his protégé. Already she was the wealthiest ruler in the Mediterranean; the relationship with Antony confirmed her status as the most influential woman of the age. The two would together attempt to forge a new empire, in an alliance that spelled their ends. Cleopatra has lodged herself in our imaginations ever since.

Famous long before she was notorious, Cleopatra has gone down in history for all the wrong reasons. Shakespeare and Shaw put words in her mouth. Michelangelo, Tiepolo, and Elizabeth Taylor put a face to her name. Along the way, Cleopatra’s supple personality and the drama of her circumstances have been lost. In a masterly return to the classical sources, Stacy Schiff here boldly separates fact from fiction to rescue the magnetic queen whose death ushered in a new world order. Rich in detail, epic in scope, Schiff ‘s is a luminous, deeply original reconstruction of a dazzling life.",https://www.goodreads.com/book/show/7968243-cleopatra
No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,"Doris Kearns Goodwin, Doris Kearns Goodwin","History, Biography, Nonfiction, American History, Presidents, Politics, World War II",4.21,"46,612 ratings","1,851 reviews","Winner of the Pulitzer for History, No Ordinary Time is a chronicle of one of the most vibrant & revolutionary periods in US history. With an extraordinary collection of details, Goodwin weaves together a number of story lines—the Roosevelt’s marriage & partnership, Eleanor’s life as First Lady, & FDR’s White House & its impact on America as well as on a world at war. Goodwin melds these into an intimate portrait of Eleanor & Franklin Roosevelt & of the time during which a new, modern America was born.",https://www.goodreads.com/book/show/18728.No_Ordinary_Time
The River of Doubt: Theodore Roosevelt's Darkest Journey,"Candice Millard, Candice Millard","History, Nonfiction, Biography, Adventure, Book Club, Travel, Presidents",4.21,"76,088 ratings","6,093 reviews","At once an incredible adventure narrative and a penetrating biographical portrait, The River of Doubt is the true story of Theodore Roosevelt’s harrowing exploration of one of the most dangerous rivers on earth.

The River of Doubt—it is a black, uncharted tributary of the Amazon that snakes through one of the most treacherous jungles in the world. Indians armed with poison-tipped arrows haunt its shadows; piranhas glide through its waters; boulder-strewn rapids turn the river into a roiling cauldron.

After his humiliating election defeat in 1912, Roosevelt set his sights on the most punishing physical challenge he could find, the first descent of an unmapped, rapids-choked tributary of the Amazon. Together with his son Kermit and Brazil’s most famous explorer, Cândido Mariano da Silva Rondon, Roosevelt accomplished a feat so great that many at the time refused to believe it. In the process, he changed the map of the western hemisphere forever.

Along the way, Roosevelt and his men faced an unbelievable series of hardships, losing their canoes and supplies to punishing whitewater rapids, and enduring starvation, Indian attack, disease, drowning, and a murder within their own ranks. Three men died, and Roosevelt was brought to the brink of suicide. brings alive these extraordinary events in a powerful nonfiction narrative thriller that happens to feature one of the most famous Americans who ever lived.
From the soaring beauty of the Amazon rain forest to the darkest night of Theodore Roosevelt’s life, here is Candice Millard’s dazzling debut.",https://www.goodreads.com/book/show/78508.The_River_of_Doubt
"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President","Candice Millard, Candice Millard","History, Nonfiction, Biography, American History, Presidents, Book Club, Politics",4.23,"82,601 ratings","8,831 reviews","James A. Garfield was one of the most extraordinary men ever elected president. Born into abject poverty, he rose to become a wunderkind scholar, a Civil War hero, and a renowned and admired reformist congressman. Nominated for president against his will, he engaged in a fierce battle with the corrupt political establishment. But four months after his inauguration, a deranged office seeker tracked Garfield down and shot him in the back.

But the shot didn’t kill Garfield. The drama of what hap­pened subsequently is a powerful story of a nation in tur­moil. The unhinged assassin’s half-delivered strike shattered the fragile national mood of a country so recently fractured by civil war, and left the wounded president as the object of a bitter behind-the-scenes struggle for power—over his administration, over the nation’s future, and, hauntingly, over his medical care. A team of physicians administered shockingly archaic treatments, to disastrous effect. As his con­dition worsened, Garfield received help: Alexander Graham Bell, the inventor of the telephone, worked around the clock to invent a new device capable of finding the bullet.

Meticulously researched, epic in scope, and pulsating with an intimate human focus and high-velocity narrative drive, will stand alongside and as a classic of narrative history.",https://www.goodreads.com/book/show/10335318-destiny-of-the-republic
